class1,class3,substance,smiles
Nervous,Antimigraine,clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
Nervous,Antimigraine,dihydroergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
Nervous,Antimigraine,dimetotiazine,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C
Nervous,Antimigraine,eletriptan,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
Nervous,Antimigraine,ergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
Nervous,Antimigraine,frovatriptan,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
Nervous,Antimigraine,iprazochrome,CC(C)N1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Nervous,Antimigraine,lasmiditan,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F
Nervous,Antimigraine,lisuride,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
Nervous,Antimigraine,methysergide,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
Nervous,Antimigraine,naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
Nervous,Antimigraine,oxetorone,CN(C)CCC=C1C2=CC=CC=C2OCC3=C1OC4=CC=CC=C34
Nervous,Antimigraine,pizotifen,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
Nervous,Antimigraine,rimegepant,C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6
Nervous,Antimigraine,rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
Nervous,Antimigraine,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
Nervous,Antimigraine,ubrogepant,C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6
Nervous,Antimigraine,zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3
Nervous,Antipsychotics,acepromazine,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Nervous,Antipsychotics,amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
Nervous,Antipsychotics,aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
Nervous,Antipsychotics,asenapine,CN1C[C@@H]2[C@@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
Nervous,Antipsychotics,benperidol,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
Nervous,Antipsychotics,brexpiprazole,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4
Nervous,Antipsychotics,bromperidol,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F
Nervous,Antipsychotics,cariprazine,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl
Nervous,Antipsychotics,chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
Nervous,Antipsychotics,chlorprothixene,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
Nervous,Antipsychotics,clopenthixol,C1CN(CCN1CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Nervous,Antipsychotics,clotiapine,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
Nervous,Antipsychotics,clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
Nervous,Antipsychotics,cyamemazine,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C
Nervous,Antipsychotics,dixyrazine,CC(CN1CCN(CC1)CCOCCO)CN2C3=CC=CC=C3SC4=CC=CC=C42
Nervous,Antipsychotics,droperidol,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
Nervous,Antipsychotics,flupentixol,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Nervous,Antipsychotics,fluphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Nervous,Antipsychotics,fluspirilene,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
Nervous,Antipsychotics,haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
Nervous,Antipsychotics,iloperidone,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
Nervous,Antipsychotics,levomepromazine,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
Nervous,Antipsychotics,levosulpiride,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
Nervous,Antipsychotics,lithium,[Li]
Nervous,Antipsychotics,loxapine,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
Nervous,Antipsychotics,lumateperone,CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F
Nervous,Antipsychotics,lurasidone,C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O
Nervous,Antipsychotics,melperone,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F
Nervous,Antipsychotics,mesoridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
Nervous,Antipsychotics,molindone,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
Nervous,Antipsychotics,moperone,CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O
Nervous,Antipsychotics,mosapramine,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl
Nervous,Antipsychotics,olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
Nervous,Antipsychotics,oxypertine,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4
Nervous,Antipsychotics,paliperidone,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Nervous,Antipsychotics,penfluridol,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
Nervous,Antipsychotics,perazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42
Nervous,Antipsychotics,periciazine,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
Nervous,Antipsychotics,perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Nervous,Antipsychotics,pimavanserin,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
Nervous,Antipsychotics,pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
Nervous,Antipsychotics,pipamperone,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N
Nervous,Antipsychotics,pipotiazine,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
Nervous,Antipsychotics,prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
Nervous,Antipsychotics,promazine,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
Nervous,Antipsychotics,prothipendyl,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3
Nervous,Antipsychotics,quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Nervous,Antipsychotics,remoxipride,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
Nervous,Antipsychotics,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Nervous,Antipsychotics,samidorphan,C1CC1CN2CC[C@]34CC(=O)CC[C@]3([C@H]2CC5=C4C(=C(C=C5)C(=O)N)O)O
Nervous,Antipsychotics,sertindole,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
Nervous,Antipsychotics,sulpiride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
Nervous,Antipsychotics,sultopride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC
Nervous,Antipsychotics,thioproperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
Nervous,Antipsychotics,thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
Nervous,Antipsychotics,tiapride,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
Nervous,Antipsychotics,tiotixene,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
Nervous,Antipsychotics,trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
Nervous,Antipsychotics,triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
Nervous,Antipsychotics,veralipride,COC1=CC(=CC(=C1OC)C(=O)NCC2CCCN2CC=C)S(=O)(=O)N
Nervous,Antipsychotics,ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
Nervous,Antipsychotics,zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl
Nervous,Antipsychotics,zuclopenthixol,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Nervous,Antivertigo,acetylleucine,CC(C)CC(C(=O)O)NC(=O)C
Nervous,Antivertigo,betahistine,CNCCC1=CC=CC=N1
Nervous,Antivertigo,cinnarizine,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
Nervous,Antivertigo,flunarizine,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
Nervous,Anxiolytics,alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
Nervous,Anxiolytics,bentazepam,C1CCC2=C(C1)C3=C(S2)NC(=O)CN=C3C4=CC=CC=C4
Nervous,Anxiolytics,bromazepam,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3
Nervous,Anxiolytics,buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
Nervous,Anxiolytics,camazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3
Nervous,Anxiolytics,captodiame,CCCCSC1=CC=C(C=C1)C(C2=CC=CC=C2)SCCN(C)C
Nervous,Anxiolytics,chlordiazepoxide,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
Nervous,Anxiolytics,clobazam,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
Nervous,Anxiolytics,clorazepic acid,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O
Nervous,Anxiolytics,clotiazepam,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C
Nervous,Anxiolytics,cloxazolam,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl
Nervous,Anxiolytics,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
Nervous,Anxiolytics,ethyl loflazepate,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Nervous,Anxiolytics,etifoxine,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3
Nervous,Anxiolytics,etizolam,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C
Nervous,Anxiolytics,fabomotizole,CCOC1=CC2=C(C=C1)N=C(N2)SCCN3CCOCC3
Nervous,Anxiolytics,fludiazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
Nervous,Anxiolytics,halazepam,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F
Nervous,Anxiolytics,hydroxyzine,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Nervous,Anxiolytics,ketazolam,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C
Nervous,Anxiolytics,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
Nervous,Anxiolytics,mebutamate,CCC(C)C(C)(COC(=O)N)COC(=O)N
Nervous,Anxiolytics,medazepam,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
Nervous,Anxiolytics,mephenoxalone,COC1=CC=CC=C1OCC2CNC(=O)O2
Nervous,Anxiolytics,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N
Nervous,Anxiolytics,mexazolam,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl
Nervous,Anxiolytics,nordazepam,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nervous,Anxiolytics,oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
Nervous,Anxiolytics,pinazepam,C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
Nervous,Anxiolytics,prazepam,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4
Nervous,Anxiolytics,tofisopam,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C
Nervous,Dopaminergic,amantadine,C1C2CC3CC1CC(C2)(C3)N
Nervous,Dopaminergic,apomorphine,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Nervous,Dopaminergic,benserazide,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O
Nervous,Dopaminergic,bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
Nervous,Dopaminergic,budipine,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3
Nervous,Dopaminergic,cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
Nervous,Dopaminergic,carbidopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
Nervous,Dopaminergic,dihydroergocryptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O
Nervous,Dopaminergic,entacapone,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N
Nervous,Dopaminergic,levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
Nervous,Dopaminergic,melevodopa,COC(=O)[C@H](CC1=CC(=C(C=C1)O)O)N
Nervous,Dopaminergic,opicapone,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-]
Nervous,Dopaminergic,pergolide,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC
Nervous,Dopaminergic,piribedil,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
Nervous,Dopaminergic,pramipexole,CCCN[C@H]1CCC2=C(C1)SC(=N2)N
Nervous,Dopaminergic,rasagiline,C#CCN[C@@H]1CCC2=CC=CC=C12
Nervous,Dopaminergic,ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
Nervous,Dopaminergic,rotigotine,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O
Nervous,Dopaminergic,safinamide,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
Nervous,Dopaminergic,selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C
Nervous,Dopaminergic,tolcapone,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
Nervous,Drugs for addictive disorders,acamprosate,CC(=O)NCCCS(=O)(=O)O
Nervous,Drugs for addictive disorders,cytisine,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2
Nervous,Drugs for addictive disorders,diamorphine,CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C
Nervous,Drugs for addictive disorders,levomethadone,CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
Nervous,Drugs for addictive disorders,lofexidine,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
Nervous,Drugs for addictive disorders,methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
Nervous,Drugs for addictive disorders,nalmefene,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O
Nervous,Drugs for addictive disorders,naltrexone,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
Nervous,Drugs for addictive disorders,nicotine,CN1CCC[C@H]1C2=CN=CC=C2
Nervous,Drugs for addictive disorders,varenicline,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
Nervous,Hypnotics and sedatives,allobarbital,C=CCC1(C(=O)NC(=O)NC1=O)CC=C
Nervous,Hypnotics and sedatives,amobarbital,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C
Nervous,Hypnotics and sedatives,aprobarbital,CC(C)C1(C(=O)NC(=O)NC1=O)CC=C
Nervous,Hypnotics and sedatives,apronal,CC(C)C(CC=C)C(=O)NC(=O)N
Nervous,Hypnotics and sedatives,barbital,CCC1(C(=O)NC(=O)NC1=O)CC
Nervous,Hypnotics and sedatives,bromisoval,CC(C)C(C(=O)NC(=O)N)Br
Nervous,Hypnotics and sedatives,brotizolam,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl
Nervous,Hypnotics and sedatives,butalbital,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C
Nervous,Hypnotics and sedatives,butobarbital,CCCCC1(C(=O)NC(=O)NC1=O)CC
Nervous,Hypnotics and sedatives,carbromal,CCC(CC)(C(=O)NC(=O)N)Br
Nervous,Hypnotics and sedatives,chloral hydrate,C(C(Cl)(Cl)Cl)(O)O
Nervous,Hypnotics and sedatives,chloralodol,CC(CC(C)(C)O)OC(C(Cl)(Cl)Cl)O
Nervous,Hypnotics and sedatives,cinolazepam,C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCC#N)O)F
Nervous,Hypnotics and sedatives,clomethiazole,CC1=C(SC=N1)CCCl
Nervous,Hypnotics and sedatives,cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2
Nervous,Hypnotics and sedatives,daridorexant,CC1=C(C=CC2=C1N=C(N2)[C@@]3(CCCN3C(=O)C4=C(C=CC(=C4)OC)N5N=CC=N5)C)Cl
Nervous,Hypnotics and sedatives,dexmedetomidine,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C
Nervous,Hypnotics and sedatives,dichloralphenazone,CC1=CC(=O)N(N1C)C2=CC=CC=C2.C(C(Cl)(Cl)Cl)(O)O.C(C(Cl)(Cl)Cl)(O)O
Nervous,Hypnotics and sedatives,estazolam,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4
Nervous,Hypnotics and sedatives,eszopiclone,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
Nervous,Hypnotics and sedatives,ethchlorvynol,CCC(/C=C/Cl)(C#C)O
Nervous,Hypnotics and sedatives,flunitrazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
Nervous,Hypnotics and sedatives,flurazepam,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
Nervous,Hypnotics and sedatives,glutethimide,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
Nervous,Hypnotics and sedatives,lemborexant,CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
Nervous,Hypnotics and sedatives,loprazolam,CN1CCN(CC1)/C=C\2/C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl
Nervous,Hypnotics and sedatives,lormetazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
Nervous,Hypnotics and sedatives,melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
Nervous,Hypnotics and sedatives,methaqualone,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C
Nervous,Hypnotics and sedatives,methylpentynol,CCC(C)(C#C)O
Nervous,Hypnotics and sedatives,methyprylon,CCC1(C(=O)C(CNC1=O)C)CC
Nervous,Hypnotics and sedatives,midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
Nervous,Hypnotics and sedatives,niaprazine,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3
Nervous,Hypnotics and sedatives,nimetazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3
Nervous,Hypnotics and sedatives,nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nervous,Hypnotics and sedatives,paraldehyde,CC1OC(OC(O1)C)C
Nervous,Hypnotics and sedatives,pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
Nervous,Hypnotics and sedatives,propiomazine,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
Nervous,Hypnotics and sedatives,quazepam,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
Nervous,Hypnotics and sedatives,ramelteon,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3
Nervous,Hypnotics and sedatives,scopolamine,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
Nervous,Hypnotics and sedatives,secobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
Nervous,Hypnotics and sedatives,suvorexant,C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl
Nervous,Hypnotics and sedatives,tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2
Nervous,Hypnotics and sedatives,temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
Nervous,Hypnotics and sedatives,triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
Nervous,Hypnotics and sedatives,triclofos,C(C(Cl)(Cl)Cl)OP(=O)(O)O
Nervous,Hypnotics and sedatives,zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
Nervous,Hypnotics and sedatives,zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
Nervous,Hypnotics and sedatives,zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
Nervous,Opioids,buprenorphine,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O
Nervous,Opioids,butorphanol,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O
Nervous,Opioids,dextromoramide,C[C@H](CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4
Nervous,Opioids,dextropropoxyphene,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C
Nervous,Opioids,dezocine,C[C@]12CCCCC[C@H]([C@@H]1N)CC3=C2C=C(C=C3)O
Nervous,Opioids,dihydrocodeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O
Nervous,Opioids,hydromorphone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4
Nervous,Opioids,ketobemidone,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O
Nervous,Opioids,meptazinol,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O
Nervous,Opioids,morphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
